folder,Folio,Entry ID,Comment ID,TC,TCN,TL,Comment,Comment-edit,Category,Commenter,Comment Date,M&K team member copying comments,Date checked,Notes,<comment>c_104v_01</comment>
p092r,p092r,p092r_1,c_092r_02,,,,"Cf. Cardano's De Subtilitate: in the French trans. by Richard le Blanc (n.d.) fol. 146v, use of ""argent vif arresté."" In Latin original, ""firmari"" or ""extinguatur."" In the English trans. by by John Forrester, 2013, ""solidify."" The French translation unifies several different Latin names as ""arrester"", but Cardano says that it is not the same ""to solidify"" as ""to stop it from flowing"", something that the French trans. confuses on occasion. For Fr. 640, the point is to find a alloy of low melting point so that it can be used in the casting of the cavity-relief medals below and will not fuse with the medal being used as a model.",,,PHS,6/23/2016,THU,11/14/2018,,
p092v,p092v,NONE,,,,,,,,,,THU,11/14/2018,,
p093r,p093r,NONE,,,,,,,,,,THU,11/14/2018,,
p093v,p093v,NONE,,,,,,,,,,THU,11/14/2018,,
p094r,p094r,p094r_1,c_094r_01,x,,,Interlinear addition,,,MHS,8/10/2014,THU,11/14/2018,,
p094r,p094r,p094r_1,c_094r_02,x,,,"Sic. Further down (95r), corrected to ribeure/riveure",,,MHS,8/12/2014,THU,11/14/2018,,
p094r,p094r,p094r_1,c_094r_03,x,,,e corrected over a second r,,,MHS,8/12/2014,THU,11/14/2018,,
p094r,p094r,p094r_1,c_094r_04,x,,,"The conjunction ""ou"" implies an alternative to ""cire gommée"", which is missing. Further down we find ""on y mect aussy de la colle"", so the mention of colle would make sense here, as well as explain the error.",,,MHS,8/12/2014,THU,11/14/2018,,
p094r,p094r,p094r_1,c_094r_05,,,x,probably a diamond cross-section,,,JT,8/11/2018,THU,11/14/2018,,
p094r,p094r,p094r_1,c_094r_06,,,x,Probably flattened diamond cross-section,,,TT,8/11/2018,THU,11/14/2018,,
p094r,p094r,p094r_1,c_094r_07,,,x,The middle notch is called a fuller,,,JT,8/11/2018,THU,11/14/2018,,
p094r,p094r,p094r_1,c_094r_08,,,x,here this means hilt,,,TT,8/11/2018,THU,11/14/2018,,
p094r,p094r,p094r_1,c_094r_09,,,x,"This is likelyn the port ring (or side ring) in modern terminology.
This is not visible on the drawing in the MS because the view shown is the back of the sword, whereas the ring is only at the front. The depicted side is called the inner guard because it faces the body when one holds the sword.",,,JT,8/11/2018,THU,11/14/2018,,
p094r,p094r,p094r_1,c_094r_10,,,x,These are called the arms of the guard in modern terminology,,,TT,8/11/2018,THU,11/14/2018,,
p094r,p094r,p094r_1,c_094r_11,,,x,What the author-practitioner calls the eye of the guard is likely what in modern terminology is called the side ring.,,,JT,8/11/2018,THU,11/14/2018,,
p094r,p094r,p094r_1,c_094r_13,,,x,"This is the tang, as defined above",,,TT,8/11/2018,THU,11/14/2018,,
p094r,p094r,p094r_1,c_094r_14,,,x,"The author-practitioner likely means dogfish skin, see below. This was used for sword handles.",,,JT,8/13/2018,THU,11/14/2018,,
p094r,p094r,p094r_1,c_094r_15,,,x,Probably what is now known as turk's head bindings.,,,TT,8/11/2018,THU,11/14/2018,,
p094r,p094r,p094r_1,c_094r_16,,,x,A common sand shark.,,,TT,8/11/2018,THU,11/14/2018,,
p094r,p094r,p094r_1,c_094r_17,,,x,"He likely means dogfish skin, see above.",,,CC,8/13/2018,THU,11/14/2018,,
p094v,p094v,p094r_1,c_094v_01,x,,,"The six following <ab> seem to be notes refering to the pictures ""image id=”p094v_d1b”"" and ""image id=”p094v_d1c”""",,,MHS,8/12/2014,THU,11/14/2018,,
p094v,p094v,p094r_1,c_094v_02,x,,,"looks rather like destrouiller/descrouiller, but these don't appear to exist (DMF, Cotgrave)",,,MHS,8/12/2014,THU,11/14/2018,,
p094v,p094v,p094r_1,c_094v_03,,x,,refers to the figures inthe margin,,,ELP,6/20/2016,THU,11/14/2018,,
p094v,p094v,p094r_1,c_094v_04,,,x,"add references here to fresco from the uffizi painted by Leonardo Butti 1588; and a surviving object in Roberto Gotti's collection in Brescia.
and pictures from PB.",,,TT,7/11/2018,THU,11/14/2018,TO DO! And comment text needs to be replaced with something more polished/relevant,
p094v,p094v,p094r_1,c_094v_05,,,x,mountain ash,,,JT,7/11/2018,THU,11/14/2018,,
p094v,p094v,p094r_1,c_094v_06,,,x,"These are likely vessels containing oil and emery powder, which are used to furbish the sword with the fustee.",,,TT,7/11/2018,THU,11/14/2018,,
p094v,p094v,p094r_1,c_094v_07,,,x,a burnisher,,,JT,7/11/2018,THU,11/14/2018,,
p094v,p094v,p094r_1,c_094v_08,,,x,could be burnisher (brunisson),,,TT,7/11/2018,THU,11/14/2018,,
p094v,p094v,p094r_1,c_094v_09,,,x,bloodstones were often used as burnishers.,,,JT,7/11/2018,THU,11/14/2018,,
p095r,p095r,p094r_1,c_095r_01,x,,,"in ms, there is marking after lb resembling a quotation mark. ie: """,,,General Editor,8/26/2014,THU,11/14/2018,,
p095r,p095r,p094r_1,c_095r_02,,x,,superlinear addition,,,ELP,6/17/2016,THU,11/14/2018,,
p095r,p095r,p094r_1,c_095r_03,,x,,bien' corrected over 'po' by the author practitioner,,,ELP,6/17/2016,THU,11/14/2018,,
p095r,p095r,p094r_1,c_095r_04,,x,,A rivet with the top (table) in the shape of a diamond-- flat and rectangular on top,,,TC,6/24/2014,THU,11/14/2018,,
p095r,p095r,p094r_1,c_095r_05,,,x,I’m assuming they are using some sort of grindstone worked by a foot pedal,,,TC,6/25/2014,THU,11/14/2018,,
p095r,p095r,p094r_1,c_095r_06,,,x,Farthing?,,,PB,7/11/2018,THU,11/14/2018,,
p095r,p095r,p094r_1,c_095r_07,,,x,i.e. to sharpen it,,,TT,7/11/2018,THU,11/14/2018,,
p095r,p095r,p094r_1,c_095r_08,,,x,probably a steel burnisher,,,JT,7/11/2018,THU,11/14/2018,,
p095r,p095r,p094r_1,c_095r_09,,,x,i.e. the quill block which the tang passes through,,,TT,7/11/2018,THU,11/14/2018,,
p095r,p095r,p094r_1,c_095r_10,,,x,Link to image: fresco by Leonardo Butti where someone is riveting a tang in the background,,,TT,7/11/2018,THU,11/14/2018,TO DO! And comment text needs to be replaced with something more polished/relevant,
p095r,p095r,p094r_1,c_095r_11,,,x,there is a group of swords in Dresden with the button of the tang filed into a diamond shape; but otherwise most tangs are rounded at the button end.,,,JT,7/11/2018,THU,11/14/2018,,
p095v,p095v,p094r_1,c_095v_01,x,x,,g corrected over e,,,MHS,8/14/2014,THU,11/14/2018,,
p095v,p095v,p094r_1,c_095v_02,,x,,incoherent syntax,,,MHS,6/21/2015,THU,11/14/2018,,
p095v,p095v,p094r_1,c_095v_03,,,x,"The lower end of the scabbard, known as the chape.",,,TT,7/11/2018,THU,11/14/2018,,
p095v,p095v,p094r_1,c_095v_04,,,x,Probably chased/chiselled,,,TT,7/11/2018,THU,11/14/2018,,
p095v,p095v,p094r_1,c_095v_05,,,x,The author-practitioner is probably talking about the pommel here rather than the guard,,,JT,7/11/2018,THU,11/14/2018,,
p095v,p095v,p094r_1,c_095v_06,,,x,A kind of rod,,,General Editor,5/23/2014,THU,11/14/2018,,
p095v,p095v,p094r_1,c_095v_07,,,x,This is called a draw knife,,,TT,7/11/2018,THU,11/14/2018,,
p096r,p096r,p094r_1,c_096r_01,x,x,,Continues in the margin,,,ML,7/13/2018,THU,11/14/2018,,
p096r,p096r,p094r_1,c_096r_02,,,x,"literally ""heel"" – i.e. the mouth end of the scabbard",,,TT,7/11/2018,THU,11/14/2018,,
p096r,p096r,p094r_1,c_096r_03,,,x,"i.e. the aperture of the scabbard, known as the throat, shows the cross-section of the blade.",,,TT,7/11/2018,THU,11/14/2018,,
p096r,p096r,p094r_1,c_096r_04,,,x,i.e. the cross-section of the blade at the mouth of the scabbard,,,TT,7/11/2018,THU,11/14/2018,,
p096r,p096r,p094r_1,c_096r_05,,,x,"rest of the sentence added later in the margin (""from a sheep skin, v or vi""). The recipe then continues in the body text (""A workman can easily...."")",,,CC,7/13/2018,THU,11/14/2018,,
p096v,p096v,p096v_1,c_096v_01,,,x,i.e. from one color to another by heating,,,TT,7/11/2018,THU,11/14/2018,,
p097r,p097r,p097r_3,c_097r_01,x,,,MHS: uncertain,,,DB,6/27/2017,ru,11/14/2018,,
p097r,p097r,p097r_1,c_097r_02,,,x,see 004v_1,,,TT,7/12/2018,ru,11/14/2018,,
p097r,p097r,p097r_2,c_097r_03,,,x,JT: the technique described here was known as false damascening in 16th-century English,,,TT,7/12/2018,ru,11/14/2018,,
p097r,p097r,p097r_2,c_097r_04,,,x,JT: this means rough from the forge,,,TT,7/12/2018,ru,11/14/2018,,
p097r,p097r,p097r_2,c_097r_05,,,x,technical term for heating defined elsewhere (see glossary),,,TT,7/12/2018,ru,11/14/2018,,
p097v,p097v,none,,,,,,,,,,ru,11/14/2018,,
p098r,p098r,p098r_3,c_098r_01,x,,,"Sic, correct: tout?",,,MS,8/14/2014,ru,11/14/2018,,
p098v,p098v,p098v_4,c_098v_01,x,,,Final e unclear,,,MS,7/14/2014,RU,11/14/2018,,
p098v,p098v,p098v_5,c_098v_02,x,,,One letter deleted,,,JKR,6/14/2014,ru,11/14/2018,,
p098v,p098v,p098v_5,c_098v_03,x,,,Sic,,,MS,8/14/2014,ru,11/14/2018,,
p099r,p099r,p099r_2,c_099r_01,x,,,Text block starts immediately after title,,,LH,6/25/2014,THU,11/14/2018,,
p099r,p099r,p099r_2,c_099r_02,x,,,Change in ink colour,,,LH,6/22/2014,THU,11/14/2018,,
p099r,p099r,p099r_3,c_099r_03,x,,,embellished p or ?suspension mark,,,LH,6/22/2014,THU,11/14/2018,,
p099v,p099v,p099v_3,c_099v_01,x,,,See layout: a large empty space is left here to complete the recipe,,,JKR,6/15/2016,THU,8/28/2018,"This comment is anchored to an ""@;"" seems to be earlier convention for indicating editorial comments, NOT a handshift",
p100r,p100r,p100r_1,c_100r_01,x,,,partially under the strip,,,JBC,6/11/2015,THU& Camilla,8/28/2018,,
p100r,p100r,p100r_4,c_100r_02,x,,,partially under the strip adhering the mss page to the book page,,,JBC,6/11/2015,THU& Camilla,8/28/2018,,
p100v,p100v,none,,,,,,,,,,THU& Camilla,8/28/2018,,
p101r,p101r,none,,,,,,,,,,THU& Camilla,8/28/2018,,
p101v,p101v,p101v_1,c_101v_01,x,,,Superscript addition,,,JKR,6/15/2016,THU& Camilla,8/28/2018,"This comment is anchored to an ""@;"" seems to be earlier convention for indicating editorial comments, NOT a handshift",
p101v,p101v,p101v_1,c_101v_02,x,x,,Unfinished paragraph (tc)/interupted text (tcn),,,MHS,8/10/2014,THU& Camilla,8/28/2018,"This comment is anchored to an ""@;"" seems to be earlier convention for indicating editorial comments, NOT a handshift",
p102r,p102r,p102r_1,c_102r_01,x,,,The mercure sign is actually upside down - then he crossed it through,,,SD,,THU& Camilla,8/28/2018,,
p102r,p102r,p102r_3,c_102r_02,x,x,x,"Cotgrave does not give an English equivalent but defines ""ciment royal"" as ""An excellent Cement, or Solder, used by Goldsmiths; (heretofore Mintmen compounded a Cement for the tryall of gold, and tearmed it so.)""",,,THU / TT,2/5/2019,THU,18/2/2019,,
p102v,p102v,p102v_2,c_102v_01,x,,,HW: Apres is written above bien bouchee in the text./MHS: Interlinear addition,,,MHS,8/9/2014,THU& Camilla,8/28/2018,"This comment is anchored to an ""@;"" seems to be earlier convention for indicating editorial comments, NOT a handshift",
p102v,p102v,p102v_2,c_102v_02,x,,,"Sic, correct: un",,,MHS,8/9/2014,THU& Camilla,8/28/2018,,
p102v,p102v,p102v_2,c_102v_03,x,,,JKR: Note the reference to medical habits of (almost certainly) Pope Paul III (d. 1549)/MHS: Absolutely no doubt,,,MHS,7/16/2018,THU& Camilla,8/28/2018,"This comment is anchored to an ""@;"" seems to be earlier convention for indicating editorial comments, NOT a handshift",
p102v,p102v,p102v_3,c_102v_04,,x,,(many) channels for inflow,,,MHS,6/23/2017,THU& Camilla,8/28/2018,,
p102v,p102v,p102v_2,c_102v_05,,,x,"SD: the flower of rosemary, Corneille, 1692, ""Ce mot est Grec, et veut dire Fleur en general. Cependant tous les Apothicaires entendent par là la Fleur de Rosmarin, comme estant la plus considerable de toutes les fleurs, et meritant d'estre appellée Fleur par excellence.""/HW: The OED has anthos as a word with this definition: Formerly applied to Rosemary as ‘the flower’ par excellence.",,,HW,7/4/2018,THU& Camilla,8/28/2018,,
p102v,p102v,p102v_2,c_102v_06,,,x, We don't know if this means the first sediment of wine or the first wine produced of the season.... since he is talking about August.,,,HW,7/4/2018,THU& Camilla,8/28/2018,,
p102v,p102v,p102v_2,c_102v_07,,,x, See note above,,,HW,7/4/2018,THU& Camilla,8/28/2018,,
p103r,p103r,none,,,,,,,,,,,,,
p103v,p103v,none,,,,,,,,,,THU& Camilla,8/28/2018,,
p104r,p104r,p104r_4,c_104r_01,,,x,"""Bouteure"" could mean either boiling liquid or goldsmiths' or silversmiths' pickle for removing tarnish. See glossary.",,,PHS,2/25/2019,THU,2/25/2019,,
p104v,p104v,p104v_1,c_104v_01,x,,,"This word has obviously been added later, as if the author had tested the recipe and had approved it.",,,General Editor,8/26/2014,THU& Camilla,8/28/2018,"This comment is anchored to an ""@;"" seems to be earlier convention for indicating editorial comments, NOT a handshift/ perhaps an addition tag should be added here",
p104v,p104v,p104v_1,c_104v_02,,,x,"a quarter of a pound. Cotgrave, via Dicfro gives ""a quarter of a pound; also, a quarterne (or the fourth part) of a hundreth; also, a Pinte, or little Quart; also, the halfe of an Emine; also, a Quarter of the Moone. (En Languedoc le Quarteron, common & pour le bled, & pour la terre qui le produit, contient 4 Civadiers, dits aussi boisseuxm divisez par demiz.)"" http://www.micmap.org/dicfro/search/cotgrave/quarteron",,,CC,7/4/2018,THU& Camilla,8/31/2018,,
p104v,p104v,p104v_1,c_104v_03,,,x,"GC:I don't know if it means ""approuvé"" (""approved"" or ""have been proved"") or ""à prouver"" (""to be proved"")??/MHS:The former, grammatically./MHS:Addition (different pen, ink and baseline).",,,MHS,8/14/2014,THU& Camilla,8/31/2018,,
p104v,p104v,p104v_3,c_104v_04,,,x,"This garment could be a brigandine or coat of plates, also known as a jack.",,,TT,7/14/2018,THU& Camilla,8/31/2018,,
p105r,p105r,p105r_4,c_105r_01,x,,,Indicator symbol referring to marginal image,,,JKR,6/16/2016,THU& Camilla,8/31/2018,"This comment is anchored to an ""@;"" seems to be earlier convention for indicating editorial comments, NOT a handshift",
p105v,p105v,p105v_1,c_105v_01,x,,,Superscript add,,,JKR,6/16/2016,THU& Camilla,8/31/2018,,
p105v,p105v,p105v_2,c_105v_05,x,x,x,"Occitan word for Atriplex hortensis, close from the Spanish ""armuelle"" and usually translated in English as ""orache.""",,,CAG,4/1/2019,,,,
p105v,p105v,p105v_3,c_105v_02,x,,,"NB Revise order of marginal paragraphs, apparently written from bottom to top",,,MHS,6/24/2016,THU& Camilla,8/31/2018,,
p105v,p105v,p105r_4,c_105v_03,,x,,"Do not corrrect. The repetition of ""que"" in this case is normal for the 16th c.",,,MHS,6/24/2016,THU& Camilla,8/31/2018,,
p105v,p105v,p105v_3,c_105v_04,,,x,"Nightingales does in fact continue on 120r-v, fifteen folios on from this entry.",,,PHS,8/10/2016,THU& Camilla,8/31/2018,,
p106r,p106r,p106r_2,c_106r_01,x,,,unclear whether this refers to titular insertion or this marginal note,,,General Editor,8/26/2014,THU& Camilla,8/31/2018,,
p106r,p106r,p106r_2,c_106r_02,,,x,A mass of iron from the smelting furnace in a pasty condition. Also know as a bloom.,,,CAG,4/8/2019,,,,
p106v,p106v,,unanchored,x,x,,"NB the layout of this page is very complicated - make sure to consult image carefully when reading tc/tl. To the extent that Google Docs allows, the order of the text blocks on this page follows their organization on the ms page.",,,General Editor,8/27/2014,THU& Camilla,8/31/2018,,
p106v,p106v,p106v_1,c_106v_01,x,x,,"added to the right of the title ""Tuiles"" above paragraph b2.",,,General Editor,8/27/2014,THU& Camilla,8/31/2018,"This comment is anchored to an ""@;"" seems to be earlier convention for indicating editorial comments, NOT a handshift",
p106v,p106v,p106v_1,c_106v_02,x,x,x,ML:underlined/CC:Line drawn across the entire page,,,CC,3/11/2018,THU& Camilla,8/31/2018,,
p106v,p106v,p106v_1,c_106v_03,x,x,,"insertion in left margin, that continues into the bottom margin of the page, underneath paragraphs ""Lalum de plume"" and ""Le crocum ferry""",,,General Editor,8/27/2014,THU& Camilla,8/31/2018,,
p106v,p106v,p106v_1,c_106v_04,x,x,,ML: underlined/CC: Line drawn across the entire page,,,CC,3/11/2018,THU& Camilla,8/31/2018,,
p106v,p106v,p106v_1,c_106v_05,x,x,,preceded by ink blot,,,MHS,8/16/2014,THU& Camilla,8/31/2018,"This comment is anchored to an ""@;"" seems to be earlier convention for indicating editorial comments, NOT a handshift",
p106v,p106v,p106v_1,c_106v_06,,,x,see matching symbol on 107r for continuation,,,General Editor,3/11/2018,THU& Camilla,8/31/2018,,
p107r,p107r,p106v_1,c_107r_01,x,,,ending written underneath,,,MHS,6/23/2017,THU& Camilla,8/31/2018,,
p107r,p107r,p107r_1,c_107r_02,x,,,"sic, correct aura",,,MHS,6/23/2017,THU& Camilla,8/31/2018,assign to MHS ,
p107r,p107r,p107r_1,c_107r_03,x,,,"sic, delete",,,MHS,6/23/2017,THU& Camilla,8/31/2018,assign to MHS ,
p107r,p107r,p107r_1,c_107r_04,x,,,"should this be considered as a continuation of ""Plastre"" from 106v? If so, encoding should be changed to reflect this.",,,General Editor,6/23/2017,THU& Camilla,8/31/2018,,
p107r,p107r,p107r_1,c_107r_05,x,,,Underneath the paper,,,ML,6/23/2017,THU& Camilla,8/31/2018,,
p107v,p107v,p107v_1,c_107v_01,x,,,Sic (repetition),,,MHS,8/14/2014,THU& Camilla,8/31/2018,,
p107v,p107v,p107v_1,c_107v_02,x,,,Interlinear addition,,,MHS,8/14/2014,THU& Camilla,8/31/2018,,
p107v,p107v,p107v_1,c_107v_03,x,,,"Later defined as ""ardille"" (see fol. 112v)",,,CC,3/14/2018,THU& Camilla,8/31/2018,,
p107v,p107v,p107v_1,c_107v_04,x,x,,inkblot,,,JKR,6/16/2016,THU& Camilla,8/31/2018,,
p107v,p107v,p107v_1,c_107v_05,x,,,Corrected over: ut (same meaning),,,MHS,8/14/2014,THU& Camilla,8/31/2018,,
p107v,p107v,p107v_1,c_107v_06,x,,,Hesitation over choice of Latin word,,,MHS,8/14/2014,THU& Camilla,8/31/2018,,
p107v,p107v,p107v_1,c_107v_07,x,x,,this parenthesis is not closed,,,JKR,6/16/2016,THU& Camilla,8/31/2018,,
p107v,p107v,p107v_1,c_107v_08,,,x,dissolve the mold in water,,,ED,3/13/2018,THU& Camilla,8/31/2018,,
p107v,p107v,p107v_1,c_107v_09,,,x,"""alung de plume,"" according to Cotgrave is ""stone alum,"" also known as itching powder, out of which candle wicks and matches can also be made that are long burning. Is this asbestos?",,,PHS,3/13/2018,THU& Camilla,8/31/2018,,
p107v,p107v,p107v_1,c_107v_10,,,x,"Later defined as ""clay"" (fr: ardille) (see fol. 112v)",,,CC,3/14/2018,THU& Camilla,8/31/2018,,
p107v,p107v,p107v_1,c_107v_11,,,x,"A secret unknown to almost everyone in the art of foundry: the thing that needs to be molded, whether a plant or an animal such as a lizard, should be first immersed in previously rectified wine spirit, then sprinkled with compound powder, or else rubbed (if the powder has turned into a pulpy state, as often happens).",,,MHS,3/13/2018,THU& Camilla,8/31/2018,,
p108r,p108r,p108r_1,c_108r_01,x,,,b corrected over p,,,MHS,8/16/2014,THU& Camilla,8/31/2018,,
p108v,p108v,p108r_2,c_108v_01,x,,,b corrected over p,,,MHS,8/16/2014,THU& Camilla,8/31/2018,,
p108v,p108v,p108r_2,c_108v_02,x,,,Addition begins superscript and then moves into margin on next line,,,JKR,6/17/2016,THU& Camilla,8/31/2018,,
p108v,p108v,p108r_2,c_108v_03,x,,,Sic,,,MHS,8/16/2014,THU& Camilla,8/31/2018,,
p108v,p108v,p108r_2,c_108v_04,x,,,Superscript addition,,,JKR,6/17/2016,THU& Camilla,8/31/2018,,
p109r,p109r,none,,,,,,,,,,THU& Camilla,8/31/2018,,
p109v,p109v,p109v_1,c_109v_01,x,,,"This addition is compressed above <title id=”p109v_a1”>, attached to it by two lines forming a half-frame. Added when the space in the margin was already filled in by the first addition <note id=”p109v_c1a”>",,, MHS,9/1/2014,THU& Camilla,8/31/2018,,
p110r,p110r,p110r_3,c_110r_01,x,x,,ML: underneath the paper/SK: covered by the paper slip,,,SK,6/23/2017,THU& Camilla,8/31/2018,,
p110r,p110r,p110r_3,c_110r_02,x,,,sic,,,ML,6/23/2017,THU& Camilla,8/31/2018,,
p110r,p110r,p110r_3,c_110r_03,,x,,"presumably followed by ""jours""",,,JG,6/17/2016,THU& Camilla,8/31/2018,,
p110v,p110v,p110v_2,c_110v_01,x,,,There seems to be no corresponding sign in the paragraph.,,,HW,8/6/2014,THU& Camilla,8/31/2018,,
p110v,p110v,p110v_2,c_110v_02,x,,,"Sic, repetition",,,MHS,8/15/2014,THU& Camilla,8/31/2018,,
p110v,p110v,p110v_3,c_110v_03,x,,,"Sic, for: mects",,,MHS,8/15/2014,THU& Camilla,8/31/2018,,
p111r,p111r,none,,,,,,,,,,THU& Camilla,8/31/2018,,
p111v,p111v,p111v_5,c_111v_01,x,,,"An insertion line shows that this is either an addition or comment into the main text, at ""Si ton plastre.""",,,JKR,6/17/2016,THU& Camilla,8/31/2018,,
p111v,p111v,p111v_4,c_111v_02,,x,,"SK: refers to 'Il serre l'ongle' ?/MHS: Should be inserted after ""bien fort"".",,,MHS,6/27/2017,THU& Camilla,8/31/2018,,
p112r,p112r,p112r_3,c_112r_01,x,,,Refers to marginal note,,,JKR,6/17/2016,THU& Camilla,8/31/2018,,
p112r,p112r,p112r_2,c_112r_01,,,x,what is this referring to?,,,General Editor ,3/14/2018,THU& Camilla,8/31/2018,editorial team needs to figure out what this recipe refers to,
p112v,p112v,p112v_1,c_112v_01,x,,,"There is a strange symbol floating above ""poincte.""",,,HW,7/9/1905,THU,10/3/2018,,
p112v,p112v,p112v_1,c_112v_02,x,,,This note is separated from the previous by dividing lines on either side.,,,JKR,6/17/2016,THU,10/3/2018,,
p112v,p112v,p112v_1,c_112v_03,,x,,We think this is the clay base on which the animal is fired. See torteau d'ardille which comes up a lot in the manuscript.,,,HW,7/9/1905,THU,10/3/2018,,
p113r,p113r,p112v_1,c_113r_01,x,,,The last three letters are hidden underneath the strip of paper.,,,HW,6/22/2014,THU,10/3/2018,,
p113r,p113r,p112v_1,c_113r_02,x,x,,"Refers to diagram three lines up, marked b.",,,JKR,6/20/2016,THU,10/3/2018,,
p113r,p113r,p112v_1,c_113r_03,,,,continued from previous page,,,General Editor ,5/26/2014,THU,10/3/2018,,
p113v,p113v,p113r_1,c_113v_01,x,,,"I'm not sure what these markings are, if they are a mistake, the author did not cross them out.",,,Diana Cervone,6/26/2014,THU,10/3/2018,,
p113v,p113v,p113r_1,c_113v_02,x,,,"meaningless, presumably a lapsus calami for ""laissera""",,,MHS,6/28/2017,THU,10/3/2018,,
p114r,p114r,p114r_1,c_114r_01,x,,,Superscript addition.,,,JKR,6/20/2016,THU,10/3/2018,,
p114r,p114r,p114r_1,c_114r_02,x,,,"sic, repetition",,,JKR,6/20/2016,THU,10/3/2018,,
p114v,p114v,p114r_1,c_114v_01,x,,,sic,,,JKR,6/20/2016,THU,10/3/2018,,
p114v,p114v,p114r_1,c_114v_02,x,,,"Misspelling for ""vye""",,,MHS,6/7/2015,THU,10/3/2018,,
p115r,p115r,p114r_1,c_115r_01,x,,,"See this indicator symbol on the previous page, indicating that this marginal note is a continuation of the main body text from the previous page, 114v, which is in fact a continuation from the page before that, 114r.",,,JKR,6/20/2016,THU,10/3/2018,,
p115r,p115r,p115r_2,c_115r_02,x,x,,"the image is of the ""serpent entortillé,"" so is included in this div, even though it is in the margin and aligned with the next div.",,,JKR,6/20/2016,THU,10/3/2018,,
p115r,p115r,p115r_3,c_115r_03,x,,,ink shift,,,JKR,6/20/2016,THU,10/3/2018,,
p115v,p115v,none,,,,,,,,,,THU,10/3/2018,,
p116r,p116r,p116r_1,c_116r_01,x,,,unclear,,,MHS,7/9/1905,THU,10/3/2018,,
p116r,p116r,p116r_2,c_116r_02,x,x,,Last three letters are underneath the paper,,,ML,6/26/2017,THU,10/3/2018,,
p116r,p116r,p116r_2,c_116r_03,x,,,Verify this line,,,ML,6/26/2017,THU,10/3/2018,,
p116r,p116r,p116r_4,c_116r_04,x,,,"""-ou-"" corrected to ""-ail""",,,MHS,7/9/1905,THU,10/3/2018,,
p116v,p116v,p116v_3,c_116v_01,x,,,crammed underneath the beginning of the word,,,ML,6/26/2017,THU,10/3/2018,,
p116v,p116v,p116v_3,c_116v_02,,,x,"ie, the sal ammoniac...after much discussion",,,PHS,7/2/2018,THU,10/3/2018,,
p117r,p117r,p117r_1,c_117r_01,,x,,under the paper slip. mandorle or mandorre (the author uses both),,,SK,6/26/2017,THU,10/3/2018,,
p117r,p117r,p117r_1,c_117r_02,,,x,"common ""water"" is implied",,,PHS,7/2/2018,THU,10/3/2018,,
p117v,p117v,none,,,,,,,,,,THU,10/3/2018,,
p118r,p118r,none,,,,,,,,,,THU,10/3/2018,,
p118v,p118v,p118v_1,c_118v_01,x,x,x,There is a line underneath this marginal note.,,,HW,6/22/2016,THU,10/3/2018,,
p119r,p119r,p119r_1,c_119r_01,,,x,"only occurrence in the ms; I think he means ""spalt""",,,PHS,7/3/2018,THU,10/3/2018,,
p119v,p119v,p119v_1,c_119v_01,x,,,superscript addition,,,JKR,6/20/2016,THU,10/3/2018,,
p119v,p119v,p119v_1,c_119v_02,x,,,"sic, repetition",,,JKR,6/20/2016,THU,10/3/2018,,
p119v,p119v,p119v_1,c_119v_03,,x,,"Conrad Gessner's De lapidibus (De rerum fossilium, lapidum et gemmarum maximè, figuris & similitudinibus liber)",,,SK,6/27/2017,THU,10/3/2018,,
p119v,p119v,p119v_1,c_119v_04,,,x,does this need a German tag?,,,PHS,7/3/2018,THU,10/3/2018,,
p120r,p120r,p120r_3,c_120r_01,x,x,,Underneath the paper,,,ML,6/27/2017,THU,10/3/2018,,
p120v,p120v,p120r_3,c_120v_01,x,,,Possibly for: ly (l'y),,,MHS,6/27/2017,TT,11/7/2018,,
p120v,p120v,p120v_3,c_120v_02,x,,,Change of ink color,,,MHS,6/27/2017,TT,11/7/2018,,
p120v,p120v,p120v_3,c_120v_03,x,,,Cross-reference possibly added when the paragraph above was crossed out.,,,MHS,7/11/2018,TT,11/7/2018,,
p120v,p120v,p120v_3,c_120v_04,x,x,,This word is written in Roman minuscule,,,MHS,6/27/2017,TT,11/7/2018,,
p120v,p120v,p120v_6,c_120v_05,x,,,"Sic, correct: ly",,,MHS,8/15/2014,TT,11/7/2018,,
p120v,p120v,p120v_3,c_120v_06,,x,,refers to the recipe following below (Garder fleurs seiches...),,,SK,6/27/2017,TT,11/7/2018,,
p120v,p120v,p120v_3,c_120v_07,,,x,originally in Latin,,,TT,7/10/2018,TT,11/7/2018,,
p121r,p121r,NONE,,,,,,,,,,TT,11/7/2018,,
p122r,p122r,p122r_1,c_122r_01,x,x,,ink blot in the form of a circle,,,GC,6/14/2016,TT,11/7/2018,,
p122v,p122v,NONE,,,,,,,,,,TT,11/7/2018,,
p123r,p123r,p123r_1,c_123r_01,x,x,x,"""largento"" in reverse",,,HW,6/23/2016,TT,11/7/2018,,
p123v,p123v,NONE,,,,,,,,,,TT,11/7/2018,,
p124r,p124r,NONE,,,,,,,,,,TT,11/7/2018,,
p124v,p124v,p124v_3,c_124v_01,x,x,,horizontal line separating the notes,,,GC,6/15/2016,TT,11/7/2018,,
p124v,p124v,p124v_1,c_124v_02,,x,x,"change of ink for ""esmail""",,,GC,6/15/2016,TT,11/7/2018,,
